order,ptype,vars,elapsed,env,ide
751,splom,5,0.154110909,win,R
752,splom,6,0.187553883,win,R
753,splom,7,0.248878002,win,R
754,splom,8,0.282462835,win,R
755,splom,9,0.343703985,win,R
756,splom,10,0.407440186,win,R
757,splom,2,0.078128099,win,R
758,splom,3,0.093760014,win,R
759,splom,4,0.125013113,win,R
760,splom,5,0.156094074,win,R
761,splom,6,0.20636797,win,R
762,splom,7,0.32979393,win,R
763,splom,8,0.235960007,win,R
764,splom,9,0.281312943,win,R
765,splom,10,0.351531029,win,R
766,splom,2,0.078157902,win,R
767,splom,3,0.094377041,win,R
768,splom,4,0.103569031,win,R
769,splom,5,0.146742105,win,R
770,splom,6,0.158853769,win,R
771,splom,7,0.203151226,win,R
772,splom,8,0.238178015,win,R
773,splom,9,0.296912909,win,R
774,splom,10,0.343789101,win,R
775,splom,2,0.078307152,win,R
776,splom,3,0.090745926,win,R
777,splom,4,0.090610027,win,R
778,splom,5,0.14064002,win,R
779,splom,6,0.156267881,win,R
780,splom,7,0.233870983,win,R
781,splom,8,0.260031939,win,R
782,splom,9,0.292570114,win,R
783,splom,10,0.363325119,win,R
784,splom,2,0.062508106,win,R
785,splom,3,0.07813406,win,R
786,splom,4,0.109386921,win,R
787,splom,5,0.126255989,win,R
788,splom,6,0.171893835,win,R
789,splom,7,0.213455915,win,R
790,splom,8,0.270928144,win,R
791,splom,9,0.312658072,win,R
792,splom,10,0.375075102,win,R
793,splom,2,0.072164059,win,R
794,splom,3,0.078166008,win,R
795,splom,4,0.109405994,win,R
796,splom,5,0.128846169,win,R
797,splom,6,0.184311152,win,R
798,splom,7,0.230029106,win,R
799,splom,8,0.255692959,win,R
800,splom,9,0.328150988,win,R
801,splom,10,0.373852015,win,R
802,splom,2,0.062507153,win,R
803,splom,3,0.097656965,win,R
804,splom,4,0.109395027,win,R
805,splom,5,0.140641928,win,R
806,splom,6,0.191095114,win,R
807,splom,7,0.219319105,win,R
808,splom,8,0.265687943,win,R
809,splom,9,0.311874866,win,R
810,splom,10,0.376114845,win,R
811,car,2,0.062501907,win,R
812,car,3,0.094653845,win,R
813,car,4,0.139499187,win,R
814,car,5,0.187552214,win,R
815,car,6,0.267289877,win,R
816,car,7,0.374934912,win,R
817,car,8,0.469323158,win,R
818,car,9,0.576983213,win,R
819,car,10,0.706908941,win,R
820,car,2,0.078163147,win,R
821,car,3,0.085377932,win,R
822,car,4,0.13351202,win,R
823,car,5,0.202845097,win,R
824,car,6,0.281942844,win,R
825,car,7,0.365444899,win,R
826,car,8,0.454275846,win,R
827,car,9,0.586485863,win,R
828,car,10,0.712826014,win,R
829,car,2,0.062520981,win,R
830,car,3,0.08158493,win,R
831,car,4,0.140641928,win,R
832,car,5,0.203148127,win,R
833,car,6,0.266494989,win,R
834,car,7,0.360389948,win,R
835,car,8,0.469695091,win,R
836,car,9,0.579159021,win,R
837,car,10,0.719128132,win,R
838,car,2,0.059604883,win,R
839,car,3,0.097305059,win,R
840,car,4,0.118872166,win,R
841,car,5,0.203150034,win,R
842,car,6,0.279168129,win,R
843,car,7,0.359612942,win,R
844,car,8,0.476946831,win,R
845,car,9,0.57734704,win,R
846,car,10,0.719457865,win,R
847,car,2,0.046849966,win,R
848,car,3,0.097779989,win,R
849,car,4,0.140667915,win,R
850,car,5,0.203146219,win,R
851,car,6,0.27540803,win,R
852,car,7,0.368786812,win,R
853,car,8,0.500113964,win,R
854,car,9,0.644976854,win,R
855,car,10,0.640218019,win,R
856,car,2,0.06252718,win,R
857,car,3,0.072192907,win,R
858,car,4,0.125023127,win,R
859,car,5,0.171900034,win,R
860,car,6,0.249812126,win,R
861,car,7,0.328516006,win,R
862,car,8,0.41774106,win,R
863,car,9,0.517964125,win,R
864,car,10,0.623577833,win,R
865,car,2,0.062541008,win,R
866,car,3,0.078135967,win,R
867,car,4,0.140644073,win,R
868,car,5,0.172904968,win,R
869,car,6,0.234433889,win,R
870,car,7,0.327874899,win,R
871,car,8,0.422622919,win,R
872,car,9,0.530915022,win,R
873,car,10,0.657032967,win,R
874,car,2,0.062541008,win,R
875,car,3,0.069876909,win,R
876,car,4,0.132404804,win,R
877,car,5,0.171870947,win,R
878,car,6,0.250059843,win,R
879,car,7,0.344760895,win,R
880,car,8,0.420814037,win,R
881,car,9,0.549720049,win,R
882,car,10,0.658082962,win,R
883,car,2,0.046896935,win,R
884,car,3,0.081953049,win,R
885,car,4,0.125011921,win,R
886,car,5,0.191361904,win,R
887,car,6,0.253690004,win,R
888,car,7,0.328161955,win,R
889,car,8,0.448204041,win,R
890,car,9,0.532696962,win,R
891,car,10,0.661823034,win,R
892,car,2,0.062538862,win,R
893,car,3,0.077214956,win,R
894,car,4,0.149631023,win,R
895,car,5,0.186833858,win,R
896,car,6,0.257945776,win,R
897,car,7,0.351408005,win,R
898,car,8,0.44649601,win,R
899,car,9,0.53944397,win,R
900,car,10,0.671978951,win,R
901,car,2,0.070358992,win,R
902,car,3,0.088233948,win,R
903,car,4,0.136985064,win,R
904,car,5,0.191380024,win,R
905,car,6,0.256967068,win,R
906,car,7,0.350446939,win,R
907,car,8,0.424572945,win,R
908,car,9,0.559788942,win,R
909,car,10,0.675614834,win,R
910,car,2,0.06250906,win,R
911,car,3,0.113271952,win,R
912,car,4,0.157522917,win,R
913,car,5,0.204222918,win,R
914,car,6,0.25662303,win,R
915,car,7,0.348320961,win,R
916,car,8,0.46883297,win,R
917,car,9,0.564737797,win,R
918,car,10,0.69861412,win,R
919,car,2,0.048542976,win,R
920,car,3,0.109383821,win,R
921,car,4,0.140719175,win,R
922,car,5,0.191511869,win,R
923,car,6,0.253709078,win,R
924,car,7,0.35294795,win,R
925,car,8,0.43845892,win,R
926,car,9,0.564709902,win,R
927,car,10,0.679120064,win,R
928,car,2,0.046922922,win,R
929,car,3,0.078164816,win,R
930,car,4,0.140661955,win,R
931,car,5,0.187705994,win,R
932,car,6,0.265568018,win,R
933,car,7,0.359977007,win,R
934,car,8,0.438440084,win,R
935,car,9,0.61361289,win,R
936,car,10,0.669965029,win,R
937,car,2,0.058799028,win,R
938,car,3,0.094542027,win,R
939,car,4,0.125014067,win,R
940,car,5,0.171875954,win,R
941,car,6,0.25384593,win,R
942,car,7,0.337002993,win,R
943,car,8,0.406301975,win,R
944,car,9,0.547881842,win,R
945,car,10,0.626005888,win,R
946,car,2,0.062534094,win,R
947,car,3,0.093756914,win,R
948,car,4,0.125046968,win,R
949,car,5,0.177369118,win,R
950,car,6,0.292037964,win,R
951,car,7,0.316907167,win,R
952,car,8,0.425946951,win,R
953,car,9,0.540503025,win,R
954,car,10,0.637592077,win,R
955,car,2,0.052843809,win,R
956,car,3,0.093766928,win,R
957,car,4,0.125016928,win,R
958,car,5,0.175512075,win,R
959,car,6,0.249364853,win,R
960,car,7,0.328518152,win,R
961,car,8,0.43747282,win,R
962,car,9,0.562600136,win,R
963,car,10,0.657246113,win,R
964,car,2,0.062508821,win,R
965,car,3,0.078128099,win,R
966,car,4,0.125446081,win,R
967,car,5,0.187550068,win,R
968,car,6,0.251139879,win,R
969,car,7,0.346436024,win,R
970,car,8,0.425678968,win,R
971,car,9,0.530869961,win,R
972,car,10,0.677978992,win,R
973,car,2,0.062534094,win,R
974,car,3,0.078136206,win,R
975,car,4,0.125041008,win,R
976,car,5,0.190989017,win,R
977,car,6,0.269157887,win,R
978,car,7,0.321841002,win,R
979,car,8,0.435648918,win,R
980,car,9,0.55232811,win,R
981,car,10,0.71716404,win,R
982,car,2,0.056292057,win,R
983,car,3,0.07813406,win,R
984,car,4,0.140640974,win,R
985,car,5,0.187520981,win,R
986,car,6,0.266340017,win,R
987,car,7,0.338335991,win,R
988,car,8,0.445730925,win,R
989,car,9,0.555418968,win,R
990,car,10,0.688469172,win,R
991,car,2,0.041634083,win,R
992,car,3,0.097493172,win,R
993,car,4,0.125017881,win,R
994,car,5,0.190867186,win,R
995,car,6,0.251484871,win,R
996,car,7,0.357340097,win,R
997,car,8,0.475986004,win,R
998,car,9,0.554286957,win,R
999,car,10,0.707797766,win,R
1000,car,2,0.046895981,win,R
1001,car,3,0.090773106,win,R
1002,car,4,0.133416891,win,R
1003,car,5,0.203148842,win,R
1004,car,6,0.254457951,win,R
1005,car,7,0.352725029,win,R
1006,car,8,0.447170019,win,R
1007,car,9,0.57468605,win,R
1008,car,10,0.687979937,win,R
1009,car,2,0.046875,win,R
1010,car,3,0.093791008,win,R
1011,car,4,0.12501812,win,R
1012,car,5,0.203170061,win,R
1013,car,6,0.313350201,win,R
1014,car,7,0.484753847,win,R
1015,car,8,0.449128866,win,R
1016,car,9,0.556632996,win,R
1017,car,10,0.653776169,win,R
1018,car,2,0.097031116,win,R
1019,car,3,0.125046968,win,R
1020,car,4,0.168061972,win,R
1021,car,5,0.222562075,win,R
1022,car,6,0.301551104,win,R
1023,car,7,0.351792097,win,R
1024,car,8,0.434894085,win,R
1025,car,9,0.555092096,win,R
1026,car,10,0.684385777,win,R
1027,car,2,0.093780994,win,R
1028,car,3,0.140608788,win,R
1029,car,4,0.160439014,win,R
1030,car,5,0.223418951,win,R
1031,car,6,0.288547993,win,R
1032,car,7,0.370047808,win,R
1033,car,8,0.465247869,win,R
1034,car,9,0.560435057,win,R
1035,car,10,0.677078009,win,R
1036,car,2,0.113775015,win,R
1037,car,3,0.140644073,win,R
1038,car,4,0.191135883,win,R
1039,car,5,0.227615833,win,R
1040,car,6,0.31351018,win,R
1041,car,7,0.381759882,win,R
1042,car,8,0.466111898,win,R
1043,car,9,0.563474894,win,R
1044,car,10,0.688657045,win,R
1045,car,2,0.107731104,win,R
1046,car,3,0.115282059,win,R
1047,car,4,0.171894073,win,R
1048,car,5,0.211722851,win,R
1049,car,6,0.313060045,win,R
1050,car,7,0.363048077,win,R
1051,car,8,0.473026037,win,R
1052,car,9,0.562022924,win,R
1053,car,10,0.714250088,win,R
1054,car,2,0.093760967,win,R
1055,car,3,0.125014067,win,R
1056,car,4,0.175698042,win,R
1057,car,5,0.239067078,win,R
1058,car,6,0.301020861,win,R
1059,car,7,0.37963295,win,R
1060,car,8,0.481370926,win,R
1061,car,9,0.582036018,win,R
1062,car,10,0.711917877,win,R
1063,car,2,0.109360933,win,R
1064,car,3,0.125051975,win,R
1065,car,4,0.171649933,win,R
1066,car,5,0.218816996,win,R
1067,car,6,0.297358036,win,R
1068,car,7,0.402205944,win,R
1069,car,8,0.468981028,win,R
1070,car,9,0.578142881,win,R
1071,car,10,0.722657919,win,R
1072,car,2,0.097504139,win,R
1073,car,3,0.140676975,win,R
1074,car,4,0.171933889,win,R
1075,car,5,0.286024809,win,R
1076,car,6,0.308525085,win,R
1077,car,7,0.402591944,win,R
1078,car,8,0.494515896,win,R
1079,car,9,0.613884926,win,R
1080,car,10,0.707070112,win,R
1,pairs,2,0.022933006,win,RStudio
2,pairs,3,0.099730015,win,RStudio
3,pairs,4,0.024096966,win,RStudio
4,pairs,5,0.034090996,win,RStudio
5,pairs,6,0.049158096,win,RStudio
6,pairs,7,0.072092056,win,RStudio
7,pairs,8,0.087231874,win,RStudio
8,pairs,9,0.101129055,win,RStudio
9,pairs,10,0.128955126,win,RStudio
10,pairs,2,0.01206398,win,RStudio
11,pairs,3,0.015058041,win,RStudio
12,pairs,4,0.024065018,win,RStudio
13,pairs,5,0.041211843,win,RStudio
14,pairs,6,0.049134016,win,RStudio
15,pairs,7,0.065204859,win,RStudio
16,pairs,8,0.086228848,win,RStudio
17,pairs,9,0.105311871,win,RStudio
18,pairs,10,0.129682064,win,RStudio
19,pairs,2,0.010056973,win,RStudio
20,pairs,3,0.016042948,win,RStudio
21,pairs,4,0.023061991,win,RStudio
22,pairs,5,0.035568953,win,RStudio
23,pairs,6,0.057120085,win,RStudio
24,pairs,7,0.078230858,win,RStudio
25,pairs,8,0.084031105,win,RStudio
26,pairs,9,0.102395058,win,RStudio
27,pairs,10,0.1283741,win,RStudio
28,pairs,2,0.00903511,win,RStudio
29,pairs,3,0.016074896,win,RStudio
30,pairs,4,0.024065018,win,RStudio
31,pairs,5,0.036128998,win,RStudio
32,pairs,6,0.048125029,win,RStudio
33,pairs,7,0.066489935,win,RStudio
34,pairs,8,0.083233833,win,RStudio
35,pairs,9,0.105279922,win,RStudio
36,pairs,10,0.13739419,win,RStudio
37,pairs,2,0.010997057,win,RStudio
38,pairs,3,0.016043186,win,RStudio
39,pairs,4,0.031081915,win,RStudio
40,pairs,5,0.038129091,win,RStudio
41,pairs,6,0.049162865,win,RStudio
42,pairs,7,0.069185972,win,RStudio
43,pairs,8,0.083217144,win,RStudio
44,pairs,9,0.104310036,win,RStudio
45,pairs,10,0.129673004,win,RStudio
46,pairs,2,0.01099515,win,RStudio
47,pairs,3,0.016054869,win,RStudio
48,pairs,4,0.024058104,win,RStudio
49,pairs,5,0.03623414,win,RStudio
50,pairs,6,0.051110983,win,RStudio
51,pairs,7,0.064176083,win,RStudio
52,pairs,8,0.083190203,win,RStudio
53,pairs,9,0.107249975,win,RStudio
54,pairs,10,0.164798975,win,RStudio
55,pairs,2,0.026150942,win,RStudio
56,pairs,3,0.017029047,win,RStudio
57,pairs,4,0.026085854,win,RStudio
58,pairs,5,0.044159889,win,RStudio
59,pairs,6,0.049161911,win,RStudio
60,pairs,7,0.068198204,win,RStudio
61,pairs,8,0.09435606,win,RStudio
62,pairs,9,0.113302946,win,RStudio
63,pairs,10,0.13535881,win,RStudio
64,pairs,2,0.010055065,win,RStudio
65,pairs,3,0.017072916,win,RStudio
66,pairs,4,0.026019096,win,RStudio
67,pairs,5,0.038102865,win,RStudio
68,pairs,6,0.049162865,win,RStudio
69,pairs,7,0.065133095,win,RStudio
70,pairs,8,0.101222038,win,RStudio
71,pairs,9,0.113075018,win,RStudio
72,pairs,10,0.14795208,win,RStudio
73,pairs,2,0.010025978,win,RStudio
74,pairs,3,0.017262936,win,RStudio
75,pairs,4,0.02406311,win,RStudio
76,pairs,5,0.036096096,win,RStudio
77,pairs,6,0.067169189,win,RStudio
78,pairs,7,0.070218801,win,RStudio
79,pairs,8,0.083220005,win,RStudio
80,pairs,9,0.159118891,win,RStudio
81,pairs,10,0.160785913,win,RStudio
82,pairs,2,0.012176037,win,RStudio
83,pairs,3,0.016949177,win,RStudio
84,pairs,4,0.026092052,win,RStudio
85,pairs,5,0.036432028,win,RStudio
86,pairs,6,0.05013299,win,RStudio
87,pairs,7,0.073229074,win,RStudio
88,pairs,8,0.084255934,win,RStudio
89,pairs,9,0.107318163,win,RStudio
90,pairs,10,0.129350185,win,RStudio
91,pairs,2,0.009055138,win,RStudio
92,pairs,3,0.017080784,win,RStudio
93,pairs,4,0.030066013,win,RStudio
94,pairs,5,0.036128998,win,RStudio
95,pairs,6,0.054142952,win,RStudio
96,pairs,7,0.068144083,win,RStudio
97,pairs,8,0.083222151,win,RStudio
98,pairs,9,0.107036114,win,RStudio
99,pairs,10,0.128342152,win,RStudio
100,pairs,2,0.011058807,win,RStudio
101,pairs,3,0.015058994,win,RStudio
102,pairs,4,0.026068926,win,RStudio
103,pairs,5,0.037122011,win,RStudio
104,pairs,6,0.05513382,win,RStudio
105,pairs,7,0.093029976,win,RStudio
106,pairs,8,0.103960991,win,RStudio
107,pairs,9,0.117168903,win,RStudio
108,pairs,10,0.143689871,win,RStudio
109,pairs,2,0.009021997,win,RStudio
110,pairs,3,0.019501209,win,RStudio
111,pairs,4,0.026070118,win,RStudio
112,pairs,5,0.04197216,win,RStudio
113,pairs,6,0.048165083,win,RStudio
114,pairs,7,0.065177202,win,RStudio
115,pairs,8,0.091243029,win,RStudio
116,pairs,9,0.113912106,win,RStudio
117,pairs,10,0.143049955,win,RStudio
118,pairs,2,0.01106286,win,RStudio
119,pairs,3,0.016052008,win,RStudio
120,pairs,4,0.030143023,win,RStudio
121,pairs,5,0.034090996,win,RStudio
122,pairs,6,0.04826808,win,RStudio
123,pairs,7,0.066152096,win,RStudio
124,pairs,8,0.09343195,win,RStudio
125,pairs,9,0.106600046,win,RStudio
126,pairs,10,0.131383896,win,RStudio
127,pairs,2,0.009061813,win,RStudio
128,pairs,3,0.022431135,win,RStudio
129,pairs,4,0.02406621,win,RStudio
130,pairs,5,0.03609705,win,RStudio
131,pairs,6,0.049098969,win,RStudio
132,pairs,7,0.086449862,win,RStudio
133,pairs,8,0.086230993,win,RStudio
134,pairs,9,0.11029911,win,RStudio
135,pairs,10,0.129379034,win,RStudio
136,pairs,2,0.01632905,win,RStudio
137,pairs,3,0.016068935,win,RStudio
138,pairs,4,0.024068832,win,RStudio
139,pairs,5,0.039128065,win,RStudio
140,pairs,6,0.055284023,win,RStudio
141,pairs,7,0.065173149,win,RStudio
142,pairs,8,0.08927083,win,RStudio
143,pairs,9,0.109325171,win,RStudio
144,pairs,10,0.140428066,win,RStudio
145,pairs,2,0.01002717,win,RStudio
146,pairs,3,0.01655817,win,RStudio
147,pairs,4,0.023087025,win,RStudio
148,pairs,5,0.042221069,win,RStudio
149,pairs,6,0.04816103,win,RStudio
150,pairs,7,0.067173958,win,RStudio
151,pairs,8,0.08621788,win,RStudio
152,pairs,9,0.111076117,win,RStudio
153,pairs,10,0.130380869,win,RStudio
154,pairs,2,0.011059046,win,RStudio
155,pairs,3,0.022175074,win,RStudio
156,pairs,4,0.024450064,win,RStudio
157,pairs,5,0.036064863,win,RStudio
158,pairs,6,0.060167074,win,RStudio
159,pairs,7,0.068197966,win,RStudio
160,pairs,8,0.090524912,win,RStudio
161,pairs,9,0.112299919,win,RStudio
162,pairs,10,0.13034606,win,RStudio
163,pairs,2,0.010061979,win,RStudio
164,pairs,3,0.022100925,win,RStudio
165,pairs,4,0.024049044,win,RStudio
166,pairs,5,0.03609705,win,RStudio
167,pairs,6,0.054143906,win,RStudio
168,pairs,7,0.066205978,win,RStudio
169,pairs,8,0.084223986,win,RStudio
170,pairs,9,0.110569,win,RStudio
171,pairs,10,0.137387037,win,RStudio
172,pairs,2,0.009010792,win,RStudio
173,pairs,3,0.017077923,win,RStudio
174,pairs,4,0.025069952,win,RStudio
175,pairs,5,0.046123028,win,RStudio
176,pairs,6,0.053123951,win,RStudio
177,pairs,7,0.065172911,win,RStudio
178,pairs,8,0.091570139,win,RStudio
179,pairs,9,0.118142128,win,RStudio
180,pairs,10,0.13695097,win,RStudio
181,pairs,2,0.010016918,win,RStudio
182,pairs,3,0.016464949,win,RStudio
183,pairs,4,0.027305841,win,RStudio
184,pairs,5,0.041138887,win,RStudio
185,pairs,6,0.052141905,win,RStudio
186,pairs,7,0.066197872,win,RStudio
187,pairs,8,0.086227894,win,RStudio
188,pairs,9,0.114303827,win,RStudio
189,pairs,10,0.130380869,win,RStudio
190,pairs,2,0.018939018,win,RStudio
191,pairs,3,0.017050028,win,RStudio
192,pairs,4,0.028078794,win,RStudio
193,pairs,5,0.038087845,win,RStudio
194,pairs,6,0.05518198,win,RStudio
195,pairs,7,0.066170216,win,RStudio
196,pairs,8,0.088269949,win,RStudio
197,pairs,9,0.110327959,win,RStudio
198,pairs,10,0.134388924,win,RStudio
199,pairs,2,0.010862112,win,RStudio
200,pairs,3,0.016999006,win,RStudio
201,pairs,4,0.026067972,win,RStudio
202,pairs,5,0.041316032,win,RStudio
203,pairs,6,0.049131155,win,RStudio
204,pairs,7,0.065174103,win,RStudio
205,pairs,8,0.088230133,win,RStudio
206,pairs,9,0.110452175,win,RStudio
207,pairs,10,0.134391069,win,RStudio
208,pairs,2,0.009993076,win,RStudio
209,pairs,3,0.017074108,win,RStudio
210,pairs,4,0.024089813,win,RStudio
211,pairs,5,0.035126925,win,RStudio
212,pairs,6,0.049131155,win,RStudio
213,pairs,7,0.071199894,win,RStudio
214,pairs,8,0.083239079,win,RStudio
215,pairs,9,0.108310938,win,RStudio
216,pairs,10,0.134392023,win,RStudio
217,pairs,2,0.015197039,win,RStudio
218,pairs,3,0.017189026,win,RStudio
219,pairs,4,0.0251019,win,RStudio
220,pairs,5,0.036128998,win,RStudio
221,pairs,6,0.055158138,win,RStudio
222,pairs,7,0.066179037,win,RStudio
223,pairs,8,0.085253,win,RStudio
224,pairs,9,0.114197016,win,RStudio
225,pairs,10,0.128216982,win,RStudio
226,pairs,2,0.017128944,win,RStudio
227,pairs,3,0.017045975,win,RStudio
228,pairs,4,0.027104139,win,RStudio
229,pairs,5,0.037132978,win,RStudio
230,pairs,6,0.055840969,win,RStudio
231,pairs,7,0.06714201,win,RStudio
232,pairs,8,0.091243982,win,RStudio
233,pairs,9,0.105154991,win,RStudio
234,pairs,10,0.139664888,win,RStudio
235,pairs,2,0.011064053,win,RStudio
236,pairs,3,0.017045021,win,RStudio
237,pairs,4,0.025099993,win,RStudio
238,pairs,5,0.036094904,win,RStudio
239,pairs,6,0.049160957,win,RStudio
240,pairs,7,0.071189165,win,RStudio
241,pairs,8,0.083243847,win,RStudio
242,pairs,9,0.131763935,win,RStudio
243,pairs,10,0.140014887,win,RStudio
244,pairs,2,0.011070967,win,RStudio
245,pairs,3,0.017074108,win,RStudio
246,pairs,4,0.03114295,win,RStudio
247,pairs,5,0.037949085,win,RStudio
248,pairs,6,0.053142071,win,RStudio
249,pairs,7,0.069184065,win,RStudio
250,pairs,8,0.089415073,win,RStudio
251,pairs,9,0.112323046,win,RStudio
252,pairs,10,0.13335681,win,RStudio
253,pairs,2,0.009057999,win,RStudio
254,pairs,3,0.022058964,win,RStudio
255,pairs,4,0.024063826,win,RStudio
256,pairs,5,0.039104939,win,RStudio
257,pairs,6,0.055182219,win,RStudio
258,pairs,7,0.068167925,win,RStudio
259,pairs,8,0.084223032,win,RStudio
260,pairs,9,0.113335848,win,RStudio
261,pairs,10,0.13035202,win,RStudio
262,pairs,2,0.016097069,win,RStudio
263,pairs,3,0.016064882,win,RStudio
264,pairs,4,0.024090052,win,RStudio
265,pairs,5,0.040105104,win,RStudio
266,pairs,6,0.061728001,win,RStudio
267,pairs,7,0.066204071,win,RStudio
268,pairs,8,0.089631081,win,RStudio
269,pairs,9,0.120332956,win,RStudio
270,pairs,10,0.141067028,win,RStudio
271,ggpairs,2,0.362568855,win,RStudio
272,ggpairs,3,0.533450127,win,RStudio
273,ggpairs,4,1.22253108,win,RStudio
274,ggpairs,5,1.404778957,win,RStudio
275,ggpairs,6,1.940034866,win,RStudio
276,ggpairs,7,2.901087046,win,RStudio
277,ggpairs,8,2.944854021,win,RStudio
278,ggpairs,9,4.315541983,win,RStudio
279,ggpairs,10,5.082914114,win,RStudio
280,ggpairs,2,0.231646061,win,RStudio
281,ggpairs,3,0.460258961,win,RStudio
282,ggpairs,4,0.833092213,win,RStudio
283,ggpairs,5,1.226656914,win,RStudio
284,ggpairs,6,1.775516033,win,RStudio
285,ggpairs,7,4.240655899,win,RStudio
286,ggpairs,8,2.988178968,win,RStudio
287,ggpairs,9,6.086961985,win,RStudio
288,ggpairs,10,5.29152894,win,RStudio
289,ggpairs,2,0.238646984,win,RStudio
290,ggpairs,3,0.473287106,win,RStudio
291,ggpairs,4,1.043573141,win,RStudio
292,ggpairs,5,1.273432016,win,RStudio
293,ggpairs,6,1.783754826,win,RStudio
294,ggpairs,7,3.461900949,win,RStudio
295,ggpairs,8,4.731832027,win,RStudio
296,ggpairs,9,4.509004831,win,RStudio
297,ggpairs,10,8.444290876,win,RStudio
298,ggpairs,2,0.26773119,win,RStudio
299,ggpairs,3,0.473294973,win,RStudio
300,ggpairs,4,1.116976976,win,RStudio
301,ggpairs,5,1.374099016,win,RStudio
302,ggpairs,6,1.796473026,win,RStudio
303,ggpairs,7,3.482094049,win,RStudio
304,ggpairs,8,2.985980034,win,RStudio
305,ggpairs,9,3.899426937,win,RStudio
306,ggpairs,10,6.165462971,win,RStudio
307,ggpairs,2,0.234375,win,RStudio
308,ggpairs,3,0.466274023,win,RStudio
309,ggpairs,4,0.795089006,win,RStudio
310,ggpairs,5,1.209223986,win,RStudio
311,ggpairs,6,1.770993948,win,RStudio
312,ggpairs,7,4.401226997,win,RStudio
313,ggpairs,8,5.02887702,win,RStudio
314,ggpairs,9,3.811015844,win,RStudio
315,ggpairs,10,6.637370825,win,RStudio
316,ggpairs,2,0.251698971,win,RStudio
317,ggpairs,3,0.501327038,win,RStudio
318,ggpairs,4,0.897570848,win,RStudio
319,ggpairs,5,1.728893995,win,RStudio
320,ggpairs,6,1.781775951,win,RStudio
321,ggpairs,7,2.780560017,win,RStudio
322,ggpairs,8,3.472422123,win,RStudio
323,ggpairs,9,8.320168972,win,RStudio
324,ggpairs,10,6.510902166,win,RStudio
325,ggpairs,2,0.260725021,win,RStudio
326,ggpairs,3,0.788084984,win,RStudio
327,ggpairs,4,1.591270924,win,RStudio
328,ggpairs,5,1.394128799,win,RStudio
329,ggpairs,6,2.903216124,win,RStudio
330,ggpairs,7,4.533015966,win,RStudio
331,ggpairs,8,5.008947849,win,RStudio
332,ggpairs,9,3.980326891,win,RStudio
333,ggpairs,10,4.713687181,win,RStudio
334,ggpairs,2,0.242630959,win,RStudio
335,ggpairs,3,0.504309893,win,RStudio
336,ggpairs,4,0.847260952,win,RStudio
337,ggpairs,5,1.268381834,win,RStudio
338,ggpairs,6,2.562762022,win,RStudio
339,ggpairs,7,2.269080877,win,RStudio
340,ggpairs,8,3.09214592,win,RStudio
341,ggpairs,9,6.444535971,win,RStudio
342,ggpairs,10,6.213993073,win,RStudio
343,ggpairs,2,0.273930073,win,RStudio
344,ggpairs,3,0.489334822,win,RStudio
345,ggpairs,4,0.83821702,win,RStudio
346,ggpairs,5,1.334737062,win,RStudio
347,ggpairs,6,2.799772024,win,RStudio
348,ggpairs,7,3.56844306,win,RStudio
349,ggpairs,8,3.198558092,win,RStudio
350,ggpairs,9,6.140758991,win,RStudio
351,ggpairs,10,8.298927069,win,RStudio
352,ggpairs,2,0.237634182,win,RStudio
353,ggpairs,3,0.521359921,win,RStudio
354,ggpairs,4,1.210513115,win,RStudio
355,ggpairs,5,2.596987963,win,RStudio
356,ggpairs,6,2.31547904,win,RStudio
357,ggpairs,7,3.687394857,win,RStudio
358,ggpairs,8,3.041075945,win,RStudio
359,ggpairs,9,3.954543114,win,RStudio
360,ggpairs,10,6.36678195,win,RStudio
361,ggpairs,2,0.237663031,win,RStudio
362,ggpairs,3,0.497321844,win,RStudio
363,ggpairs,4,1.450207949,win,RStudio
364,ggpairs,5,1.325648069,win,RStudio
365,ggpairs,6,1.853976965,win,RStudio
366,ggpairs,7,3.374826908,win,RStudio
367,ggpairs,8,4.323822021,win,RStudio
368,ggpairs,9,3.783116102,win,RStudio
369,ggpairs,10,7.477681875,win,RStudio
370,ggpairs,2,0.277220011,win,RStudio
371,ggpairs,3,0.952731133,win,RStudio
372,ggpairs,4,0.878966093,win,RStudio
373,ggpairs,5,2.190793991,win,RStudio
374,ggpairs,6,2.494504929,win,RStudio
375,ggpairs,7,2.498664141,win,RStudio
376,ggpairs,8,3.799029827,win,RStudio
377,ggpairs,9,4.26631093,win,RStudio
378,ggpairs,10,5.321011066,win,RStudio
379,ggpairs,2,0.227606058,win,RStudio
380,ggpairs,3,0.525978088,win,RStudio
381,ggpairs,4,0.806117058,win,RStudio
382,ggpairs,5,1.250338078,win,RStudio
383,ggpairs,6,2.03965807,win,RStudio
384,ggpairs,7,2.431440115,win,RStudio
385,ggpairs,8,3.914268017,win,RStudio
386,ggpairs,9,5.565037012,win,RStudio
387,ggpairs,10,5.359606981,win,RStudio
388,ggpairs,2,0.244615793,win,RStudio
389,ggpairs,3,0.489336014,win,RStudio
390,ggpairs,4,0.812185049,win,RStudio
391,ggpairs,5,2.089569092,win,RStudio
392,ggpairs,6,2.470297098,win,RStudio
393,ggpairs,7,3.201637983,win,RStudio
394,ggpairs,8,3.588335991,win,RStudio
395,ggpairs,9,5.07067585,win,RStudio
