order,ptype,vars,elapsed,env,ide
396,ggpairs,10,4.886819124,win,RStudio
397,ggpairs,2,0.243648767,win,RStudio
398,ggpairs,3,0.501311064,win,RStudio
399,ggpairs,4,1.300662994,win,RStudio
400,ggpairs,5,1.592089891,win,RStudio
401,ggpairs,6,1.783787966,win,RStudio
402,ggpairs,7,2.414469004,win,RStudio
403,ggpairs,8,4.16501379,win,RStudio
404,ggpairs,9,6.818404913,win,RStudio
405,ggpairs,10,4.811826944,win,RStudio
406,ggpairs,2,0.233623028,win,RStudio
407,ggpairs,3,0.507353067,win,RStudio
408,ggpairs,4,0.818181038,win,RStudio
409,ggpairs,5,1.658756971,win,RStudio
410,ggpairs,6,1.999953985,win,RStudio
411,ggpairs,7,4.809175014,win,RStudio
412,ggpairs,8,5.314641953,win,RStudio
413,ggpairs,9,3.946732044,win,RStudio
414,ggpairs,10,5.619998217,win,RStudio
415,ggpairs,2,0.25466013,win,RStudio
416,ggpairs,3,0.498329878,win,RStudio
417,ggpairs,4,0.8609972,win,RStudio
418,ggpairs,5,1.500544071,win,RStudio
419,ggpairs,6,2.811464071,win,RStudio
420,ggpairs,7,2.624191999,win,RStudio
421,ggpairs,8,3.775748014,win,RStudio
422,ggpairs,9,6.678131104,win,RStudio
423,ggpairs,10,4.896423817,win,RStudio
424,ggpairs,2,0.25382185,win,RStudio
425,ggpairs,3,0.526104927,win,RStudio
426,ggpairs,4,0.857239962,win,RStudio
427,ggpairs,5,1.279330015,win,RStudio
428,ggpairs,6,2.43664217,win,RStudio
429,ggpairs,7,3.663275957,win,RStudio
430,ggpairs,8,3.090027094,win,RStudio
431,ggpairs,9,3.909446001,win,RStudio
432,ggpairs,10,5.64356184,win,RStudio
433,ggpairs,2,0.459830999,win,RStudio
434,ggpairs,3,0.907317162,win,RStudio
435,ggpairs,4,1.05118084,win,RStudio
436,ggpairs,5,1.372608185,win,RStudio
437,ggpairs,6,2.457139015,win,RStudio
438,ggpairs,7,3.293570042,win,RStudio
439,ggpairs,8,3.951987982,win,RStudio
440,ggpairs,9,8.568546057,win,RStudio
441,ggpairs,10,11.85757589,win,RStudio
442,ggpairs,2,0.398544788,win,RStudio
443,ggpairs,3,1.49991107,win,RStudio
444,ggpairs,4,1.686521053,win,RStudio
445,ggpairs,5,1.986319065,win,RStudio
446,ggpairs,6,2.499451876,win,RStudio
447,ggpairs,7,2.459553957,win,RStudio
448,ggpairs,8,4.34606719,win,RStudio
449,ggpairs,9,3.825196981,win,RStudio
450,ggpairs,10,4.773716927,win,RStudio
451,ggpairs,2,0.247681141,win,RStudio
452,ggpairs,3,0.499326944,win,RStudio
453,ggpairs,4,0.977181911,win,RStudio
454,ggpairs,5,1.284423113,win,RStudio
455,ggpairs,6,2.265737057,win,RStudio
456,ggpairs,7,3.239242077,win,RStudio
457,ggpairs,8,5.908092022,win,RStudio
458,ggpairs,9,4.844441891,win,RStudio
459,ggpairs,10,5.179360867,win,RStudio
460,ggpairs,2,0.38368392,win,RStudio
461,ggpairs,3,0.750304222,win,RStudio
462,ggpairs,4,1.042619944,win,RStudio
463,ggpairs,5,2.005236149,win,RStudio
464,ggpairs,6,1.879011869,win,RStudio
465,ggpairs,7,3.253720999,win,RStudio
466,ggpairs,8,3.045153141,win,RStudio
467,ggpairs,9,6.078006983,win,RStudio
468,ggpairs,10,8.605852842,win,RStudio
469,ggpairs,2,0.248661995,win,RStudio
470,ggpairs,3,0.497328997,win,RStudio
471,ggpairs,4,0.826203108,win,RStudio
472,ggpairs,5,1.261394978,win,RStudio
473,ggpairs,6,1.785758972,win,RStudio
474,ggpairs,7,2.458580017,win,RStudio
475,ggpairs,8,3.177465916,win,RStudio
476,ggpairs,9,5.894765854,win,RStudio
477,ggpairs,10,5.85781002,win,RStudio
478,ggpairs,2,0.237627983,win,RStudio
479,ggpairs,3,0.493314981,win,RStudio
480,ggpairs,4,0.840240002,win,RStudio
481,ggpairs,5,1.266398907,win,RStudio
482,ggpairs,6,1.812853813,win,RStudio
483,ggpairs,7,2.432483912,win,RStudio
484,ggpairs,8,3.268515825,win,RStudio
485,ggpairs,9,5.199692965,win,RStudio
486,ggpairs,10,7.034379005,win,RStudio
487,ggpairs,2,0.243672848,win,RStudio
488,ggpairs,3,0.511366844,win,RStudio
489,ggpairs,4,0.990735054,win,RStudio
490,ggpairs,5,1.401498079,win,RStudio
491,ggpairs,6,1.961447954,win,RStudio
492,ggpairs,7,2.398427963,win,RStudio
493,ggpairs,8,3.979830027,win,RStudio
494,ggpairs,9,6.19286108,win,RStudio
495,ggpairs,10,7.835224152,win,RStudio
496,ggpairs,2,0.249697924,win,RStudio
497,ggpairs,3,0.729025126,win,RStudio
498,ggpairs,4,0.867532015,win,RStudio
499,ggpairs,5,1.770466089,win,RStudio
500,ggpairs,6,2.128113031,win,RStudio
501,ggpairs,7,3.6900599,win,RStudio
502,ggpairs,8,4.773008823,win,RStudio
503,ggpairs,9,3.910695076,win,RStudio
504,ggpairs,10,6.192284107,win,RStudio
505,ggpairs,2,0.549432039,win,RStudio
506,ggpairs,3,1.369114161,win,RStudio
507,ggpairs,4,1.665444136,win,RStudio
508,ggpairs,5,3.905900002,win,RStudio
509,ggpairs,6,2.150527954,win,RStudio
510,ggpairs,7,4.900926828,win,RStudio
511,ggpairs,8,4.464559078,win,RStudio
512,ggpairs,9,5.232977867,win,RStudio
513,ggpairs,10,7.172761917,win,RStudio
514,ggpairs,2,0.430046082,win,RStudio
515,ggpairs,3,0.884100914,win,RStudio
516,ggpairs,4,0.889370918,win,RStudio
517,ggpairs,5,2.327759981,win,RStudio
518,ggpairs,6,2.361395836,win,RStudio
519,ggpairs,7,2.408419847,win,RStudio
520,ggpairs,8,3.544986963,win,RStudio
521,ggpairs,9,4.453063965,win,RStudio
522,ggpairs,10,7.691708088,win,RStudio
523,ggpairs,2,0.51081109,win,RStudio
524,ggpairs,3,0.791300058,win,RStudio
525,ggpairs,4,0.954174042,win,RStudio
526,ggpairs,5,1.349215031,win,RStudio
527,ggpairs,6,1.80478096,win,RStudio
528,ggpairs,7,2.461712837,win,RStudio
529,ggpairs,8,4.678746223,win,RStudio
530,ggpairs,9,6.373626947,win,RStudio
531,ggpairs,10,13.32551908,win,RStudio
532,ggpairs,2,0.286730051,win,RStudio
533,ggpairs,3,0.937669992,win,RStudio
534,ggpairs,4,1.37570715,win,RStudio
535,ggpairs,5,1.439694881,win,RStudio
536,ggpairs,6,3.780827999,win,RStudio
537,ggpairs,7,4.844324112,win,RStudio
538,ggpairs,8,4.076563835,win,RStudio
539,ggpairs,9,4.352276087,win,RStudio
540,ggpairs,10,8.730746031,win,RStudio
541,splom,2,0.21676898,win,RStudio
542,splom,3,0.059190989,win,RStudio
543,splom,4,0.110671997,win,RStudio
544,splom,5,0.126370907,win,RStudio
545,splom,6,0.16447401,win,RStudio
546,splom,7,0.191544056,win,RStudio
547,splom,8,0.295783043,win,RStudio
548,splom,9,0.336889982,win,RStudio
549,splom,10,0.463233948,win,RStudio
550,splom,2,0.041115999,win,RStudio
551,splom,3,0.062151909,win,RStudio
552,splom,4,0.080214977,win,RStudio
553,splom,5,0.121027946,win,RStudio
554,splom,6,0.148380995,win,RStudio
555,splom,7,0.198509932,win,RStudio
556,splom,8,0.274754047,win,RStudio
557,splom,9,0.329874992,win,RStudio
558,splom,10,0.388069153,win,RStudio
559,splom,2,0.04113698,win,RStudio
560,splom,3,0.061147928,win,RStudio
561,splom,4,0.111301184,win,RStudio
562,splom,5,0.127326012,win,RStudio
563,splom,6,0.171485901,win,RStudio
564,splom,7,0.215833902,win,RStudio
565,splom,8,0.265715122,win,RStudio
566,splom,9,0.313837051,win,RStudio
567,splom,10,0.38399601,win,RStudio
568,splom,2,0.05316782,win,RStudio
569,splom,3,0.076236963,win,RStudio
570,splom,4,0.102321148,win,RStudio
571,splom,5,0.16543889,win,RStudio
572,splom,6,0.168879032,win,RStudio
573,splom,7,0.210561991,win,RStudio
574,splom,8,0.284759045,win,RStudio
575,splom,9,0.293766975,win,RStudio
576,splom,10,0.3700881,win,RStudio
577,splom,2,0.040140152,win,RStudio
578,splom,3,0.05816102,win,RStudio
579,splom,4,0.090240955,win,RStudio
580,splom,5,0.120496988,win,RStudio
581,splom,6,0.153443098,win,RStudio
582,splom,7,0.194550991,win,RStudio
583,splom,8,0.248659849,win,RStudio
584,splom,9,0.296474934,win,RStudio
585,splom,10,0.390039921,win,RStudio
586,splom,2,0.039103985,win,RStudio
587,splom,3,0.05815506,win,RStudio
588,splom,4,0.099241972,win,RStudio
589,splom,5,0.112299204,win,RStudio
590,splom,6,0.160395145,win,RStudio
591,splom,7,0.244619131,win,RStudio
592,splom,8,0.324243069,win,RStudio
593,splom,9,0.323824167,win,RStudio
594,splom,10,0.397090912,win,RStudio
595,splom,2,0.041142225,win,RStudio
596,splom,3,0.072706938,win,RStudio
597,splom,4,0.083222866,win,RStudio
598,splom,5,0.121323824,win,RStudio
599,splom,6,0.144384861,win,RStudio
600,splom,7,0.201596022,win,RStudio
601,splom,8,0.284759998,win,RStudio
602,splom,9,0.32988596,win,RStudio
603,splom,10,0.414103985,win,RStudio
604,splom,2,0.049148083,win,RStudio
605,splom,3,0.068179846,win,RStudio
606,splom,4,0.087232113,win,RStudio
607,splom,5,0.12833786,win,RStudio
608,splom,6,0.204651833,win,RStudio
609,splom,7,0.28579092,win,RStudio
610,splom,8,0.303811073,win,RStudio
611,splom,9,0.308842182,win,RStudio
612,splom,10,0.515464067,win,RStudio
613,splom,2,0.041142941,win,RStudio
614,splom,3,0.060194016,win,RStudio
615,splom,4,0.100261927,win,RStudio
616,splom,5,0.121384144,win,RStudio
617,splom,6,0.165426016,win,RStudio
618,splom,7,0.210562944,win,RStudio
619,splom,8,0.260696888,win,RStudio
620,splom,9,0.321619034,win,RStudio
621,splom,10,0.469250917,win,RStudio
622,splom,2,0.049118996,win,RStudio
623,splom,3,0.070188046,win,RStudio
624,splom,4,0.088234901,win,RStudio
625,splom,5,0.135075808,win,RStudio
626,splom,6,0.169440985,win,RStudio
627,splom,7,0.210590124,win,RStudio
628,splom,8,0.25569582,win,RStudio
629,splom,9,0.325896025,win,RStudio
630,splom,10,0.464236021,win,RStudio
631,splom,2,0.063164949,win,RStudio
632,splom,3,0.073204041,win,RStudio
633,splom,4,0.094251156,win,RStudio
634,splom,5,0.161458015,win,RStudio
635,splom,6,0.156414032,win,RStudio
636,splom,7,0.215712786,win,RStudio
637,splom,8,0.259687901,win,RStudio
638,splom,9,0.402081966,win,RStudio
639,splom,10,0.382019043,win,RStudio
640,splom,2,0.048493862,win,RStudio
641,splom,3,0.076203108,win,RStudio
642,splom,4,0.087234974,win,RStudio
643,splom,5,0.131348133,win,RStudio
644,splom,6,0.164277077,win,RStudio
645,splom,7,0.206552029,win,RStudio
646,splom,8,0.262701035,win,RStudio
647,splom,9,0.321851969,win,RStudio
648,splom,10,0.401746988,win,RStudio
649,splom,2,0.042146921,win,RStudio
650,splom,3,0.067209005,win,RStudio
651,splom,4,0.09325099,win,RStudio
652,splom,5,0.133466005,win,RStudio
653,splom,6,0.162454128,win,RStudio
654,splom,7,0.2185781,win,RStudio
655,splom,8,0.263703108,win,RStudio
656,splom,9,0.327039957,win,RStudio
657,splom,10,0.421123028,win,RStudio
658,splom,2,0.054141045,win,RStudio
659,splom,3,0.07118988,win,RStudio
660,splom,4,0.092319012,win,RStudio
661,splom,5,0.136384964,win,RStudio
662,splom,6,0.163430929,win,RStudio
663,splom,7,0.214572906,win,RStudio
664,splom,8,0.271428108,win,RStudio
665,splom,9,0.32687211,win,RStudio
666,splom,10,0.390038967,win,RStudio
667,splom,2,0.049129009,win,RStudio
668,splom,3,0.069188118,win,RStudio
669,splom,4,0.097285986,win,RStudio
670,splom,5,0.128372908,win,RStudio
671,splom,6,0.172460079,win,RStudio
672,splom,7,0.218819857,win,RStudio
673,splom,8,0.264705896,win,RStudio
674,splom,9,0.341912985,win,RStudio
675,splom,10,0.390067816,win,RStudio
676,splom,2,0.04912591,win,RStudio
677,splom,3,0.068346977,win,RStudio
678,splom,4,0.109285116,win,RStudio
679,splom,5,0.127338171,win,RStudio
680,splom,6,0.172451973,win,RStudio
681,splom,7,0.220581055,win,RStudio
682,splom,8,0.574554205,win,RStudio
683,splom,9,0.289772987,win,RStudio
684,splom,10,0.362995863,win,RStudio
685,splom,2,0.038106918,win,RStudio
686,splom,3,0.055145979,win,RStudio
687,splom,4,0.085227966,win,RStudio
688,splom,5,0.110293865,win,RStudio
689,splom,6,0.149680138,win,RStudio
690,splom,7,0.182516813,win,RStudio
691,splom,8,0.226603985,win,RStudio
692,splom,9,0.28074789,win,RStudio
693,splom,10,0.465820074,win,RStudio
694,splom,2,0.037100077,win,RStudio
695,splom,3,0.0561409,win,RStudio
696,splom,4,0.080214024,win,RStudio
697,splom,5,0.116444111,win,RStudio
698,splom,6,0.152423143,win,RStudio
699,splom,7,0.287796021,win,RStudio
700,splom,8,0.233632803,win,RStudio
701,splom,9,0.285885096,win,RStudio
702,splom,10,0.350968122,win,RStudio
703,splom,2,0.03914094,win,RStudio
704,splom,3,0.059159994,win,RStudio
705,splom,4,0.089374781,win,RStudio
706,splom,5,0.111294985,win,RStudio
707,splom,6,0.146422863,win,RStudio
708,splom,7,0.189533949,win,RStudio
709,splom,8,0.241183043,win,RStudio
710,splom,9,0.312833071,win,RStudio
711,splom,10,0.385026932,win,RStudio
712,splom,2,0.040127039,win,RStudio
713,splom,3,0.064479113,win,RStudio
714,splom,4,0.095288038,win,RStudio
715,splom,5,0.112332821,win,RStudio
716,splom,6,0.158425093,win,RStudio
717,splom,7,0.198203802,win,RStudio
718,splom,8,0.23763299,win,RStudio
719,splom,9,0.297793865,win,RStudio
720,splom,10,0.343916893,win,RStudio
721,splom,2,0.046133995,win,RStudio
722,splom,3,0.068176985,win,RStudio
723,splom,4,0.080214024,win,RStudio
724,splom,5,0.119318008,win,RStudio
725,splom,6,0.150458097,win,RStudio
726,splom,7,0.191509962,win,RStudio
727,splom,8,0.234624863,win,RStudio
728,splom,9,0.296791077,win,RStudio
729,splom,10,0.363996029,win,RStudio
730,splom,2,0.047122002,win,RStudio
731,splom,3,0.061169147,win,RStudio
732,splom,4,0.081246853,win,RStudio
733,splom,5,0.127532005,win,RStudio
734,splom,6,0.15643692,win,RStudio
735,splom,7,0.19246912,win,RStudio
736,splom,8,0.246690989,win,RStudio
737,splom,9,0.340239048,win,RStudio
738,splom,10,0.384018898,win,RStudio
739,splom,2,0.047154903,win,RStudio
740,splom,3,0.059180021,win,RStudio
741,splom,4,0.094320059,win,RStudio
742,splom,5,0.121325016,win,RStudio
743,splom,6,0.145388126,win,RStudio
744,splom,7,0.19552207,win,RStudio
745,splom,8,0.248682022,win,RStudio
746,splom,9,0.306851149,win,RStudio
747,splom,10,0.371991158,win,RStudio
748,splom,2,0.041132927,win,RStudio
749,splom,3,0.06367898,win,RStudio
750,splom,4,0.093249083,win,RStudio
751,splom,5,0.112298965,win,RStudio
752,splom,6,0.164438963,win,RStudio
753,splom,7,0.20766902,win,RStudio
754,splom,8,0.245654821,win,RStudio
755,splom,9,0.296825171,win,RStudio
756,splom,10,0.372972965,win,RStudio
757,splom,2,0.045169115,win,RStudio
758,splom,3,0.057135105,win,RStudio
759,splom,4,0.094272137,win,RStudio
760,splom,5,0.111295938,win,RStudio
761,splom,6,0.161710978,win,RStudio
762,splom,7,0.236655951,win,RStudio
763,splom,8,0.24565506,win,RStudio
764,splom,9,0.331885099,win,RStudio
765,splom,10,0.525434017,win,RStudio
766,splom,2,0.042109966,win,RStudio
767,splom,3,0.067179918,win,RStudio
768,splom,4,0.090240955,win,RStudio
769,splom,5,0.120413065,win,RStudio
770,splom,6,0.164461851,win,RStudio
771,splom,7,0.20854187,win,RStudio
772,splom,8,0.263702869,win,RStudio
773,splom,9,0.313108921,win,RStudio
774,splom,10,0.372987986,win,RStudio
775,splom,2,0.049124956,win,RStudio
776,splom,3,0.062171936,win,RStudio
777,splom,4,0.09092617,win,RStudio
778,splom,5,0.126337051,win,RStudio
779,splom,6,0.196556091,win,RStudio
780,splom,7,0.274760962,win,RStudio
781,splom,8,0.265670061,win,RStudio
782,splom,9,0.319890976,win,RStudio
783,splom,10,0.446145058,win,RStudio
784,splom,2,0.048128128,win,RStudio
785,splom,3,0.06426096,win,RStudio
786,splom,4,0.091243982,win,RStudio
787,splom,5,0.124330997,win,RStudio
788,splom,6,0.162431955,win,RStudio
789,splom,7,0.230614901,win,RStudio
790,splom,8,0.246656895,win,RStudio
791,splom,9,0.351933956,win,RStudio
792,splom,10,0.368982792,win,RStudio
793,splom,2,0.041105986,win,RStudio
794,splom,3,0.063156128,win,RStudio
795,splom,4,0.097259998,win,RStudio
796,splom,5,0.114295959,win,RStudio
797,splom,6,0.170454025,win,RStudio
798,splom,7,0.210561037,win,RStudio
799,splom,8,0.255710125,win,RStudio
800,splom,9,0.310861111,win,RStudio
801,splom,10,0.399471045,win,RStudio
802,splom,2,0.051129818,win,RStudio
803,splom,3,0.06219697,win,RStudio
804,splom,4,0.092242956,win,RStudio
805,splom,5,0.135362864,win,RStudio
806,splom,6,0.176468849,win,RStudio
807,splom,7,0.320883036,win,RStudio
808,splom,8,0.265736103,win,RStudio
809,splom,9,0.314936161,win,RStudio
810,splom,10,0.519385099,win,RStudio
811,car,2,0.047158003,win,RStudio
812,car,3,0.065174103,win,RStudio
813,car,4,0.119318008,win,RStudio
814,car,5,0.180496931,win,RStudio
815,car,6,0.264705896,win,RStudio
816,car,7,0.369017839,win,RStudio
817,car,8,0.507342815,win,RStudio
818,car,9,0.599571943,win,RStudio
819,car,10,0.835191011,win,RStudio
820,car,2,0.03847003,win,RStudio
821,car,3,0.069164038,win,RStudio
822,car,4,0.108298063,win,RStudio
823,car,5,0.239634991,win,RStudio
824,car,6,0.311817884,win,RStudio
825,car,7,0.379022121,win,RStudio
826,car,8,0.455649853,win,RStudio
827,car,9,0.682821035,win,RStudio
828,car,10,0.771143913,win,RStudio
829,car,2,0.049154997,win,RStudio
830,car,3,0.113304138,win,RStudio
831,car,4,0.133388996,win,RStudio
832,car,5,0.195596933,win,RStudio
833,car,6,0.390006065,win,RStudio
834,car,7,0.350934982,win,RStudio
835,car,8,0.591476917,win,RStudio
836,car,9,0.787194967,win,RStudio
837,car,10,0.793437004,win,RStudio
838,car,2,0.034089088,win,RStudio
839,car,3,0.069154978,win,RStudio
840,car,4,0.107285023,win,RStudio
841,car,5,0.15942502,win,RStudio
842,car,6,0.239665985,win,RStudio
843,car,7,0.403651953,win,RStudio
844,car,8,0.50334096,win,RStudio
845,car,9,0.652740002,win,RStudio
846,car,10,0.857600927,win,RStudio
847,car,2,0.035093784,win,RStudio
848,car,3,0.066205978,win,RStudio
849,car,4,0.144351959,win,RStudio
850,car,5,0.208526134,win,RStudio
851,car,6,0.278742075,win,RStudio
852,car,7,0.389064074,win,RStudio
853,car,8,0.518409014,win,RStudio
854,car,9,0.605561972,win,RStudio
855,car,10,0.791110039,win,RStudio
856,car,2,0.031111002,win,RStudio
857,car,3,0.084254026,win,RStudio
858,car,4,0.126338005,win,RStudio
859,car,5,0.195493937,win,RStudio
860,car,6,0.236662149,win,RStudio
861,car,7,0.359686852,win,RStudio
862,car,8,0.499361038,win,RStudio
863,car,9,0.641680956,win,RStudio
864,car,10,0.779074192,win,RStudio
865,car,2,0.036124945,win,RStudio
866,car,3,0.07723403,win,RStudio
867,car,4,0.115323067,win,RStudio
868,car,5,0.17144084,win,RStudio
869,car,6,0.282273054,win,RStudio
870,car,7,0.331886053,win,RStudio
871,car,8,0.502336979,win,RStudio
872,car,9,0.64474988,win,RStudio
873,car,10,0.739051819,win,RStudio
874,car,2,0.036126852,win,RStudio
875,car,3,0.063169956,win,RStudio
876,car,4,0.130362988,win,RStudio
877,car,5,0.179543018,win,RStudio
878,car,6,0.232622147,win,RStudio
879,car,7,0.33067584,win,RStudio
880,car,8,0.454210043,win,RStudio
881,car,9,0.604649067,win,RStudio
882,car,10,0.805137157,win,RStudio
883,car,2,0.030107021,win,RStudio
884,car,3,0.070164919,win,RStudio
885,car,4,0.111871004,win,RStudio
886,car,5,0.189506054,win,RStudio
887,car,6,0.268684149,win,RStudio
888,car,7,0.363056898,win,RStudio
889,car,8,0.599556923,win,RStudio
890,car,9,0.538465977,win,RStudio
891,car,10,0.673795938,win,RStudio
892,car,2,0.033283949,win,RStudio
893,car,3,0.057144165,win,RStudio
894,car,4,0.102278948,win,RStudio
895,car,5,0.168483019,win,RStudio
896,car,6,0.242679119,win,RStudio
897,car,7,0.33184886,win,RStudio
898,car,8,0.435153961,win,RStudio
899,car,9,0.561517954,win,RStudio
900,car,10,0.672925949,win,RStudio
901,car,2,0.029074192,win,RStudio
902,car,3,0.059150934,win,RStudio
903,car,4,0.116306067,win,RStudio
904,car,5,0.164442062,win,RStudio
905,car,6,0.237668037,win,RStudio
906,car,7,0.330897093,win,RStudio
907,car,8,0.435167789,win,RStudio
908,car,9,0.554589987,win,RStudio
909,car,10,0.672157049,win,RStudio
910,car,2,0.031081915,win,RStudio
911,car,3,0.05815506,win,RStudio
912,car,4,0.110407829,win,RStudio
913,car,5,0.191509962,win,RStudio
914,car,6,0.240639925,win,RStudio
915,car,7,0.323897123,win,RStudio
916,car,8,0.455250025,win,RStudio
917,car,9,0.539359093,win,RStudio
918,car,10,0.664728165,win,RStudio
919,car,2,0.029078007,win,RStudio
920,car,3,0.092495918,win,RStudio
921,car,4,0.167479992,win,RStudio
922,car,5,0.164410114,win,RStudio
923,car,6,0.239605188,win,RStudio
924,car,7,0.396054983,win,RStudio
925,car,8,0.46323204,win,RStudio
926,car,9,0.59461689,win,RStudio
927,car,10,0.670783997,win,RStudio
928,car,2,0.041157007,win,RStudio
929,car,3,0.065172911,win,RStudio
930,car,4,0.102263927,win,RStudio
931,car,5,0.169481039,win,RStudio
932,car,6,0.248494148,win,RStudio
933,car,7,0.330914974,win,RStudio
934,car,8,0.419150829,win,RStudio
935,car,9,0.566523075,win,RStudio
936,car,10,0.710901976,win,RStudio
937,car,2,0.028066874,win,RStudio
938,car,3,0.065435171,win,RStudio
939,car,4,0.114295006,win,RStudio
940,car,5,0.16961503,win,RStudio
941,car,6,0.24366498,win,RStudio
942,car,7,0.331884861,win,RStudio
943,car,8,0.439139128,win,RStudio
944,car,9,0.563606977,win,RStudio
945,car,10,0.674832106,win,RStudio
946,car,2,0.035093069,win,RStudio
947,car,3,0.065187216,win,RStudio
948,car,4,0.109327078,win,RStudio
949,car,5,0.171490908,win,RStudio
950,car,6,0.241621017,win,RStudio
951,car,7,0.351938009,win,RStudio
952,car,8,0.590586901,win,RStudio
953,car,9,0.603606939,win,RStudio
954,car,10,0.850268126,win,RStudio
955,car,2,0.034290075,win,RStudio
956,car,3,0.064171076,win,RStudio
957,car,4,0.105313063,win,RStudio
958,car,5,0.157425165,win,RStudio
959,car,6,0.305708885,win,RStudio
960,car,7,0.318883181,win,RStudio
961,car,8,0.504909992,win,RStudio
962,car,9,0.675765038,win,RStudio
963,car,10,0.681851149,win,RStudio
964,car,2,0.032109022,win,RStudio
965,car,3,0.057148933,win,RStudio
966,car,4,0.099272013,win,RStudio
967,car,5,0.19453001,win,RStudio
968,car,6,0.254677057,win,RStudio
969,car,7,0.309849977,win,RStudio
970,car,8,0.41310215,win,RStudio
971,car,9,0.517449141,win,RStudio
972,car,10,0.766071796,win,RStudio
973,car,2,0.036091089,win,RStudio
974,car,3,0.075197935,win,RStudio
975,car,4,0.135366917,win,RStudio
976,car,5,0.158387899,win,RStudio
977,car,6,0.246658087,win,RStudio
978,car,7,0.389070988,win,RStudio
979,car,8,0.42614603,win,RStudio
980,car,9,0.53144908,win,RStudio
981,car,10,0.660789013,win,RStudio
982,car,2,0.033113956,win,RStudio
983,car,3,0.061192036,win,RStudio
984,car,4,0.101229191,win,RStudio
985,car,5,0.184492111,win,RStudio
986,car,6,0.232649088,win,RStudio
987,car,7,0.329766035,win,RStudio
988,car,8,0.409122944,win,RStudio
989,car,9,0.523360014,win,RStudio
990,car,10,0.637700081,win,RStudio
991,car,2,0.033099174,win,RStudio
992,car,3,0.059155941,win,RStudio
993,car,4,0.109297991,win,RStudio
994,car,5,0.162425041,win,RStudio
995,car,6,0.237843037,win,RStudio
996,car,7,0.343909025,win,RStudio
997,car,8,0.449171066,win,RStudio
998,car,9,0.530446768,win,RStudio
999,car,10,0.671833038,win,RStudio
1000,car,2,0.02810812,win,RStudio
1001,car,3,0.067143202,win,RStudio
1002,car,4,0.120323896,win,RStudio
1003,car,5,0.169450998,win,RStudio
1004,car,6,0.230615139,win,RStudio
1005,car,7,0.317847013,win,RStudio
1006,car,8,0.411132097,win,RStudio
1007,car,9,0.542446136,win,RStudio
1008,car,10,0.665814877,win,RStudio
1009,car,2,0.028078079,win,RStudio
1010,car,3,0.059156895,win,RStudio
1011,car,4,0.111296177,win,RStudio
1012,car,5,0.165491104,win,RStudio
1013,car,6,0.235660791,win,RStudio
1014,car,7,0.326910019,win,RStudio
1015,car,8,0.42115593,win,RStudio
1016,car,9,0.553104162,win,RStudio
1017,car,10,0.677807093,win,RStudio
1018,car,2,0.028075933,win,RStudio
1019,car,3,0.060163975,win,RStudio
1020,car,4,0.116276026,win,RStudio
1021,car,5,0.183524132,win,RStudio
1022,car,6,0.245675087,win,RStudio
1023,car,7,0.319851875,win,RStudio
1024,car,8,0.440335989,win,RStudio
1025,car,9,0.545434952,win,RStudio
1026,car,10,0.664999008,win,RStudio
1027,car,2,0.027043104,win,RStudio
1028,car,3,0.071638107,win,RStudio
1029,car,4,0.108286858,win,RStudio
1030,car,5,0.167444944,win,RStudio
1031,car,6,0.233628035,win,RStudio
1032,car,7,0.364764929,win,RStudio
1033,car,8,0.421125174,win,RStudio
1034,car,9,0.573525906,win,RStudio
1035,car,10,0.741006136,win,RStudio
1036,car,2,0.036217928,win,RStudio
1037,car,3,0.062314034,win,RStudio
1038,car,4,0.112302065,win,RStudio
1039,car,5,0.16446209,win,RStudio
1040,car,6,0.278713942,win,RStudio
1041,car,7,0.328909874,win,RStudio
1042,car,8,0.460216999,win,RStudio
1043,car,9,0.542478085,win,RStudio
1044,car,10,0.769191027,win,RStudio
1045,car,2,0.048125982,win,RStudio
1046,car,3,0.094225168,win,RStudio
1047,car,4,0.119319201,win,RStudio
1048,car,5,0.184492111,win,RStudio
1049,car,6,0.26067996,win,RStudio
1050,car,7,0.358926773,win,RStudio
1051,car,8,0.458570957,win,RStudio
1052,car,9,0.597593069,win,RStudio
1053,car,10,0.718914986,win,RStudio
1054,car,2,0.02807498,win,RStudio
1055,car,3,0.075995922,win,RStudio
1056,car,4,0.109325171,win,RStudio
1057,car,5,0.167479992,win,RStudio
1058,car,6,0.249700069,win,RStudio
1059,car,7,0.346487999,win,RStudio
1060,car,8,0.453237772,win,RStudio
1061,car,9,0.598624945,win,RStudio
1062,car,10,0.802137136,win,RStudio
1063,car,2,0.034111977,win,RStudio
1064,car,3,0.059124947,win,RStudio
1065,car,4,0.108289003,win,RStudio
1066,car,5,0.190620899,win,RStudio
1067,car,6,0.268815994,win,RStudio
1068,car,7,0.332854986,win,RStudio
1069,car,8,0.477272987,win,RStudio
1070,car,9,0.586565971,win,RStudio
1071,car,10,0.780097961,win,RStudio
1072,car,2,0.028112888,win,RStudio
1073,car,3,0.05915904,win,RStudio
1074,car,4,0.103310108,win,RStudio
1075,car,5,0.318338871,win,RStudio
1076,car,6,0.254882813,win,RStudio
1077,car,7,0.318816185,win,RStudio
1078,car,8,0.43311882,win,RStudio
1079,car,9,0.599629879,win,RStudio
1080,car,10,0.669785023,win,RStudio
1,pairs,2,0.094605923,mac,RStudio
